experience_level,job_title,salary_in_usd,company_location,company_size
SE,AI Engineer,180000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,130000,US,M
SE,Machine Learning Engineer,278700,US,M
SE,Machine Learning Engineer,159300,US,M
SE,Data Analyst,145000,US,M
SE,Data Analyst,110000,US,M
MI,Analytics Engineer,126000,US,M
MI,Analytics Engineer,78000,US,M
SE,Research Scientist,290000,US,M
SE,Research Scientist,240000,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,178500,US,M
EX,Machine Learning Engineer,290000,US,M
EX,Machine Learning Engineer,232000,US,M
SE,Research Scientist,234000,US,M
SE,Research Scientist,146000,US,M
MI,Data Engineer,172400,US,M
MI,Data Engineer,109000,US,M
EN,Data Analyst,88800,US,M
EN,Data Analyst,64600,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,109400,US,M
EN,Research Analyst,106000,US,M
EN,Research Analyst,66000,US,M
SE,Machine Learning Engineer,234300,US,M
SE,Machine Learning Engineer,96900,US,M
EN,Data Analyst,157600,US,M
EN,Data Analyst,96800,US,M
SE,Research Engineer,339250,US,M
SE,Research Engineer,180000,US,M
EN,Data Analyst,70000,US,M
EN,Data Analyst,50000,US,M
SE,Research Analyst,94600,US,M
SE,Research Analyst,77400,US,M
EN,Data Analyst,192500,US,M
EN,Data Analyst,140000,US,M
MI,Data Scientist,154500,US,M
MI,Data Scientist,75705,US,M
EN,Business Intelligence Analyst,95000,US,M
EN,Business Intelligence Analyst,85000,US,M
MI,Business Intelligence Manager,164700,US,M
MI,Business Intelligence Manager,117500,US,M
EN,Data Analyst,80000,US,M
EN,Data Analyst,45700,US,M
SE,Data Analyst,117000,US,M
SE,Data Analyst,115765,US,M
MI,Research Scientist,138000,US,M
MI,Research Scientist,86000,US,M
EX,Data Analyst,175000,US,M
EX,Data Analyst,68000,US,M
MI,Data Science,243500,US,M
MI,Data Science,201400,US,M
MI,Data Analyst,110000,US,M
MI,Data Analyst,90000,US,M
MI,Data Engineer,242100,US,M
MI,Data Engineer,116200,US,M
MI,Data Manager,128000,US,M
MI,Data Manager,81500,US,M
SE,Machine Learning Engineer,250000,US,M
SE,Machine Learning Engineer,212500,US,M
MI,Data Specialist,69000,US,M
MI,Data Specialist,44000,US,M
MI,Data Analyst,77280,US,M
MI,Data Analyst,58000,US,M
SE,Machine Learning Engineer,192000,US,M
SE,Machine Learning Engineer,164000,US,M
MI,Research Scientist,218213,US,M
MI,Research Scientist,151800,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,120000,US,M
MI,Data Integration Engineer,100000,US,M
MI,Data Integration Engineer,70000,US,M
MI,Data Engineer,200000,US,M
MI,Data Engineer,150000,US,M
SE,Data Scientist,253430,US,M
SE,Data Scientist,200740,US,M
SE,Data Scientist,234900,US,M
SE,Data Scientist,97300,US,M
MI,Data Science Manager,328000,US,M
MI,Data Science Manager,258000,US,M
SE,Data Engineer,190000,US,M
SE,Data Engineer,170000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,162000,US,M
EN,Data Science Analyst,70000,US,M
EN,Data Science Analyst,64000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,162000,US,M
EN,Research Analyst,219000,US,M
EN,Research Analyst,123000,US,M
MI,Data Scientist,212000,US,M
MI,Data Scientist,93300,US,M
EN,BI Analyst,157600,US,M
EN,BI Analyst,96800,US,M
EN,Data Analyst,137100,US,M
EN,Data Analyst,109700,US,M
MI,Data Manager,83300,US,M
MI,Data Manager,47500,US,M
SE,Data Engineer,304750,US,M
SE,Data Engineer,160000,US,M
SE,Data Architect,242100,US,M
SE,Data Architect,116200,US,M
MI,Cloud Database Engineer,189000,US,M
MI,Cloud Database Engineer,106000,US,M
EN,Research Engineer,101200,US,M
EN,Research Engineer,57700,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,77400,US,M
SE,Machine Learning Engineer,270000,US,M
SE,Machine Learning Engineer,153000,US,M
EN,Data Reporting Analyst,90300,US,M
EN,Data Reporting Analyst,50200,US,M
EN,Data Engineer,146000,US,M
EN,Data Engineer,98000,US,M
SE,Data Engineer,300000,US,M
SE,Data Engineer,200000,US,M
EX,Data Analyst,125000,US,M
EX,Data Analyst,100000,US,M
SE,Data Engineer,165000,US,M
SE,Data Engineer,100000,US,M
MI,Business Intelligence Analyst,181280,US,M
MI,Business Intelligence Analyst,164800,US,M
MI,Data Analyst,107500,US,M
MI,Data Analyst,96750,US,M
SE,Data Scientist,96750,US,M
SE,Data Scientist,69600,US,M
EX,Data Engineer,225000,US,M
EX,Data Engineer,190000,US,M
SE,Data Scientist,245000,US,M
SE,Data Scientist,180000,US,M
SE,Data Architect,175000,US,M
SE,Data Architect,117000,US,M
SE,Research Scientist,245400,US,M
SE,Research Scientist,139000,US,M
MI,Data Scientist,170000,US,M
MI,Data Scientist,120000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,160000,US,M
SE,Data Science,240000,US,M
SE,Data Science,204000,US,M
SE,Data Scientist,185000,US,M
SE,Data Scientist,123000,US,M
MI,Data Science,170000,US,M
MI,Data Science,140000,US,M
SE,Machine Learning Engineer,180500,US,M
SE,Machine Learning Engineer,96200,US,M
SE,Data Scientist,222300,US,M
SE,Data Scientist,119700,US,M
MI,Data Engineer,98000,US,M
MI,Data Engineer,68300,US,M
MI,Research Engineer,166000,US,M
MI,Research Engineer,73000,US,M
EN,Data Analyst,130000,US,M
EN,Data Analyst,100000,US,M
SE,Machine Learning Scientist,220000,US,M
SE,Machine Learning Scientist,137500,US,M
SE,Research Engineer,234000,US,M
SE,Research Engineer,146000,US,M
SE,Data Engineer,204000,US,M
SE,Data Engineer,163200,US,M
MI,Data Engineer,210000,US,M
MI,Data Engineer,130000,US,M
MI,Data Scientist,136000,US,M
MI,Data Scientist,106700,US,M
MI,Data Scientist,164000,US,M
MI,Data Scientist,131000,US,M
MI,Applied Scientist,250000,US,M
MI,Applied Scientist,170000,US,M
SE,Data Analyst,175000,US,M
SE,Data Analyst,117000,US,M
SE,Data Engineer,146000,US,M
SE,Data Engineer,82500,US,M
MI,Data Science Manager,240000,US,M
MI,Data Science Manager,180000,US,M
SE,Data Engineer,209943,US,M
SE,Data Engineer,155175,US,M
SE,Data Scientist,244800,US,M
SE,Data Scientist,172000,US,M
SE,Research Scientist,250000,US,M
SE,Research Scientist,200000,US,M
SE,Research Scientist,600000,US,M
SE,Research Scientist,280000,US,M
SE,Prompt Engineer,600000,US,M
SE,Prompt Engineer,280000,US,M
SE,Data Science,180000,US,M
SE,Data Science,160000,US,M
EN,Data Analyst,184180,US,M
EN,Data Analyst,159870,US,M
SE,Data Scientist,195000,US,M
SE,Data Scientist,110000,US,M
SE,Data Scientist,220000,US,M
SE,Data Scientist,137500,US,M
SE,AI Engineer,212000,US,M
SE,AI Engineer,93300,US,M
SE,Data Scientist,212000,US,M
SE,Data Scientist,93300,US,M
EN,Data Analyst,291900,US,M
EN,Data Analyst,103800,US,M
SE,Data Science,234000,US,M
SE,Data Science,146000,US,M
SE,Data Scientist,212000,US,M
SE,Data Scientist,93300,US,M
SE,Research Engineer,179000,US,M
SE,Research Engineer,112000,US,M
EN,Data Management Analyst,145000,US,M
EN,Data Management Analyst,120000,US,M
MI,Data Scientist,142100,US,M
MI,Data Scientist,94700,US,M
MI,AI Engineer,166000,US,M
MI,AI Engineer,73100,US,M
SE,Data Science Consultant,145000,US,M
SE,Data Science Consultant,128000,US,M
EN,Data Analyst,90000,US,M
EN,Data Analyst,75000,US,M
MI,Data Scientist,99000,US,M
MI,Data Scientist,87000,US,M
SE,Data Scientist,230000,US,M
SE,Data Scientist,195000,US,M
SE,Research Analyst,212000,US,M
SE,Research Analyst,93300,US,M
EN,Data Operations Analyst,110500,US,M
EN,Data Operations Analyst,69000,US,M
SE,Data Management Consultant,100000,US,M
SE,Data Management Consultant,85000,US,M
MI,Business Intelligence Analyst,107690,US,M
MI,Business Intelligence Analyst,78300,US,M
EN,Data Analyst,133000,US,M
EN,Data Analyst,58400,US,M
EX,Data Engineer,209309,US,M
EX,Data Engineer,168854,US,M
EN,Research Analyst,133000,US,M
EN,Research Analyst,58400,US,M
SE,Data Scientist,245000,US,M
SE,Data Scientist,185000,US,M
SE,Research Scientist,333500,US,M
SE,Research Scientist,180000,US,M
EN,Machine Learning Engineer,187500,US,M
EN,Machine Learning Engineer,99500,US,M
SE,Data Analyst,126000,US,M
SE,Data Analyst,87000,US,M
SE,Data Architect,276000,US,M
SE,Data Architect,174000,US,M
SE,Machine Learning Engineer,333500,US,M
SE,Machine Learning Engineer,183000,US,M
SE,Machine Learning Engineer,260000,US,M
SE,Machine Learning Engineer,192000,US,M
EN,Data Analyst,158000,US,M
EN,Data Analyst,105000,US,M
SE,Data Scientist,148000,US,M
SE,Data Scientist,110000,US,M
MI,Data Manager,128000,US,M
MI,Data Manager,81500,US,M
SE,Data Analyst,115000,US,M
SE,Data Analyst,75300,US,M
MI,ML Engineer,240000,US,M
MI,ML Engineer,140000,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Robotics Software Engineer,240000,US,M
SE,Robotics Software Engineer,160000,US,M
MI,Data Analyst,105000,US,M
MI,Data Analyst,77000,US,M
SE,Data Engineer,207300,US,M
SE,Data Engineer,119000,US,M
SE,Machine Learning Engineer,155000,US,M
SE,Machine Learning Engineer,125000,US,M
EX,Machine Learning Engineer,265000,US,M
EX,Machine Learning Engineer,203800,US,M
SE,Data Analyst,135000,US,M
SE,Data Analyst,105000,US,M
SE,Analytics Engineer,345400,US,M
SE,Analytics Engineer,272700,US,M
MI,Robotics Software Engineer,198000,US,M
MI,Robotics Software Engineer,160000,US,M
SE,Data Engineer,198000,US,M
SE,Data Engineer,180000,US,M
SE,Data Analyst,100000,US,M
SE,Data Analyst,80000,US,M
SE,ML Engineer,250000,US,M
SE,ML Engineer,200000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,139500,US,M
SE,Data Architect,160000,US,M
SE,Data Architect,110000,US,M
SE,Research Scientist,247600,US,L
SE,Research Scientist,127300,US,L
SE,Data Scientist,191500,US,M
SE,Data Scientist,111500,US,M
SE,Data Scientist,204800,US,M
SE,Data Scientist,115800,US,M
SE,Data Science Consultant,116000,US,M
SE,Data Science Consultant,90000,US,M
SE,Applied Scientist,225000,US,M
EN,Data Analyst,84105,US,M
EN,Data Analyst,76095,US,M
SE,Machine Learning Engineer,250000,US,M
SE,Machine Learning Engineer,140000,US,M
SE,Machine Learning Researcher,250800,US,M
SE,Machine Learning Researcher,167200,US,M
MI,Research Scientist,300000,US,M
MI,Research Scientist,200000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,104603,US,M
MI,Data Scientist,252000,US,M
MI,Data Scientist,168000,US,M
SE,Data Analyst,96600,US,M
SE,Data Analyst,55200,US,M
EN,Data Analyst,73756,US,M
EN,Data Analyst,61463,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,100000,US,M
MI,Data Engineer,167500,US,M
MI,Data Engineer,106500,US,M
MI,Analytics Engineer,126000,US,M
MI,Analytics Engineer,78000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,137500,US,M
MI,Data Scientist,127660,US,M
MI,Data Scientist,68740,US,M
SE,Data Engineer,180500,US,M
SE,Data Engineer,96200,US,M
SE,Data Engineer,266875,US,M
SE,Data Engineer,128250,US,M
EX,Business Intelligence,230000,US,M
EX,Business Intelligence,176900,US,M
MI,Data Scientist,212000,US,M
MI,Data Scientist,93300,US,M
MI,Machine Learning Scientist,200000,US,M
MI,Machine Learning Scientist,140000,US,M
EN,Data Analyst,80080,US,M
EN,Data Analyst,65400,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,178500,US,M
SE,Data Scientist,165000,US,M
SE,Data Scientist,115500,US,M
SE,Data Integration Engineer,148000,US,M
SE,Data Integration Engineer,100000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Machine Learning Engineer,140000,US,M
SE,Data Analyst,96600,US,M
SE,Data Analyst,55200,US,M
SE,Data Science,185490,US,M
SE,Data Science,134530,US,M
SE,Research Scientist,337300,US,M
SE,Research Scientist,192700,US,M
SE,Data Engineer,205000,US,M
SE,Data Engineer,175000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,109400,US,M
MI,Machine Learning Engineer,200000,US,M
MI,Machine Learning Engineer,140000,US,M
SE,Data Engineer,277000,US,M
SE,Data Engineer,173000,US,M
MI,Analytics Engineer,197000,US,M
MI,Analytics Engineer,115000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,297000,US,M
SE,Data Scientist,138000,US,M
MI,Research Scientist,212800,US,L
MI,Research Scientist,124100,US,L
SE,Data Analyst,140000,US,M
SE,Data Analyst,136000,US,M
EN,Research Analyst,300000,US,M
EN,Research Analyst,150000,US,M
SE,Data Engineer,154000,US,M
SE,Data Engineer,103000,US,M
EN,Research Analyst,300000,US,M
EN,Research Analyst,150000,US,M
SE,Machine Learning Engineer,324000,US,M
SE,Machine Learning Engineer,159000,US,M
SE,Data Engineer,150895,US,M
SE,Data Engineer,120715,US,M
SE,Data Scientist,283800,US,M
SE,Data Scientist,234700,US,M
EN,Business Intelligence Analyst,86000,US,M
EN,Business Intelligence Analyst,53000,US,M
SE,Data Scientist,187158,US,M
SE,Data Scientist,116974,US,M
SE,Analytics Engineer,225000,US,M
SE,Analytics Engineer,180000,US,M
SE,Data Scientist,179000,US,M
SE,Data Scientist,112000,US,M
SE,Machine Learning Engineer,195700,US,M
SE,Machine Learning Engineer,97700,US,M
SE,BI Analyst,100000,US,M
SE,BI Analyst,85000,US,M
MI,Data Analyst,119000,US,M
MI,Data Analyst,52100,US,M
SE,Business Intelligence Developer,136000,US,M
SE,Business Intelligence Developer,91536,US,M
SE,Data Engineer,199700,US,M
SE,Data Engineer,165100,US,M
SE,Machine Learning Engineer,251250,US,M
SE,Machine Learning Engineer,120750,US,M
EN,Data Analyst,130000,US,M
EN,Data Analyst,100000,US,M
SE,Data Analyst,150000,US,M
SE,Data Analyst,120000,US,M
SE,Data Scientist,247300,US,M
SE,Data Scientist,139800,US,M
MI,Data Scientist,130000,US,M
MI,Data Scientist,117000,US,M
MI,Data Scientist,172200,US,M
MI,Data Scientist,131200,US,M
SE,Research Scientist,210000,US,M
SE,Research Scientist,151800,US,M
MI,Data Engineer,133000,US,M
MI,Data Engineer,58300,US,M
EN,BI Analyst,80000,US,M
EN,BI Analyst,70000,US,M
SE,Data Science,324100,US,L
SE,Data Science,166700,US,L
MI,Data Engineer,100000,US,M
MI,Data Engineer,80000,US,M
SE,Data Analyst,85000,US,M
SE,Data Analyst,75000,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
MI,Research Engineer,151500,US,M
MI,Research Engineer,101000,US,M
SE,Machine Learning Engineer,182000,US,M
SE,Machine Learning Engineer,164000,US,M
SE,Machine Learning Engineer,200800,US,M
SE,Machine Learning Engineer,107800,US,M
EN,Data Analyst,106100,US,M
EN,Data Analyst,74300,US,M
SE,Data Analyst,153900,US,M
SE,Data Analyst,112715,US,M
SE,Analytics Engineer,105000,US,M
SE,Analytics Engineer,94200,US,M
SE,Machine Learning Engineer,221000,US,M
SE,Machine Learning Engineer,185000,US,M
MI,Data Engineer,126600,US,M
MI,Data Engineer,80800,US,M
SE,Data Scientist,164845,US,M
SE,Data Scientist,119887,US,M
EN,Data Analyst,93000,US,M
EN,Data Analyst,87000,US,M
MI,Data Analyst,103500,US,M
MI,Data Analyst,65600,US,M
MI,Business Intelligence Engineer,165600,US,L
MI,Business Intelligence Engineer,65800,US,L
MI,Machine Learning Engineer,202000,US,M
MI,Machine Learning Engineer,137000,US,M
SE,Machine Learning Scientist,204600,US,M
SE,Machine Learning Scientist,84500,US,M
SE,Research Engineer,190000,US,M
SE,Research Engineer,151500,US,M
SE,Data Scientist,168800,US,M
SE,Data Scientist,93800,US,M
MI,Data Scientist,132567,US,M
MI,Data Scientist,96412,US,M
SE,Machine Learning Engineer,309000,US,M
SE,Machine Learning Engineer,142000,US,M
SE,Research Engineer,333500,US,M
SE,Research Engineer,156000,US,M
SE,Data Scientist,266875,US,M
SE,Data Scientist,128250,US,M
MI,Data Specialist,70000,US,M
MI,Data Specialist,60000,US,M
SE,Machine Learning Engineer,324000,US,M
SE,Machine Learning Engineer,159000,US,M
SE,Analytics Engineer,179000,US,M
SE,Analytics Engineer,152000,US,M
SE,Machine Learning Engineer,235680,US,M
SE,Machine Learning Engineer,153040,US,M
EN,Data Analyst,140000,US,M
EN,Data Analyst,100000,US,M
MI,Data Analyst,187000,US,M
MI,Data Analyst,153000,US,M
MI,Data Engineer,185000,US,L
MI,Data Engineer,81000,US,L
SE,Machine Learning Engineer,290000,US,M
SE,Machine Learning Engineer,203000,US,M
SE,AI Engineer,142352,US,M
SE,AI Engineer,95325,US,M
MI,Data Analyst,187000,US,M
MI,Data Analyst,153000,US,M
MI,Data Scientist,240000,US,M
MI,Data Scientist,180000,US,M
SE,Data Engineer,130500,US,M
SE,Data Engineer,96000,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
SE,Data Analyst,234000,US,M
SE,Data Analyst,146000,US,M
EN,Data Analyst,60500,US,M
EN,Data Analyst,40300,US,M
MI,Data Analyst,160000,US,M
MI,Data Analyst,95000,US,M
EN,Data Engineer,152500,US,M
EN,Data Engineer,138200,US,M
SE,Research Scientist,164300,US,M
SE,Research Scientist,104000,US,M
SE,Data Analyst,163700,US,M
SE,Data Analyst,109100,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,100000,US,M
SE,Machine Learning Engineer,220000,US,M
SE,Machine Learning Engineer,200000,US,M
SE,Analytics Engineer,230000,US,M
SE,Analytics Engineer,170000,US,M
SE,Machine Learning Engineer,254000,US,M
SE,Machine Learning Engineer,200000,US,M
SE,Data Scientist,161000,US,M
SE,Data Scientist,133200,US,M
EN,Research Engineer,160000,US,M
EN,Research Engineer,140000,US,M
MI,Data Strategist,134400,US,M
MI,Data Strategist,100000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,160000,US,M
SE,Data Analyst,175000,US,M
SE,Data Analyst,117000,US,M
SE,Data Analyst,85000,US,M
SE,Data Analyst,79000,US,M
SE,Data Scientist,205000,US,M
SE,Data Scientist,190000,US,M
SE,Data Engineer,331640,US,M
SE,Data Engineer,283780,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
MI,Big Data Developer,117000,US,L
EN,Business Intelligence Analyst,99000,US,M
EN,Business Intelligence Analyst,72000,US,M
MI,Data Manager,77000,US,M
MI,Data Manager,49900,US,M
MI,Data Analyst,95000,US,M
MI,Data Analyst,70000,US,M
SE,Data Engineer,104000,US,M
SE,Data Engineer,80000,US,M
MI,Data Analyst,134400,US,M
MI,Data Analyst,100000,US,M
EN,Data Analyst,64500,US,M
EN,Data Analyst,51500,US,M
SE,Data Analyst,180400,US,M
SE,Data Analyst,138800,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,139000,US,M
SE,Data Science Consultant,112000,US,M
SE,Data Science Consultant,109000,US,M
SE,Data Scientist,147670,US,M
SE,Data Scientist,118136,US,M
SE,Data Architect,164000,US,M
SE,Data Architect,117000,US,M
SE,Data Scientist,154000,US,M
SE,Data Scientist,81536,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,139000,US,M
SE,Machine Learning Engineer,340000,US,M
SE,Machine Learning Engineer,212000,US,M
SE,Machine Learning Scientist,230000,US,M
SE,Machine Learning Scientist,170000,US,M
EN,Quantitative Research Analyst,51000,US,M
MI,Data Infrastructure Engineer,385000,US,M
MI,Data Infrastructure Engineer,200000,US,M
SE,Data Scientist,297000,US,M
SE,Data Scientist,138000,US,M
MI,Data Scientist,198000,US,M
MI,Data Scientist,140000,US,M
EN,Machine Learning Engineer,130400,US,M
EN,Machine Learning Engineer,74500,US,M
SE,Data Analytics Lead,166000,US,M
SE,Data Analytics Lead,73100,US,M
EN,Data Scientist,133000,US,M
EN,Data Scientist,58400,US,M
SE,Data Scientist,204600,US,M
SE,Data Scientist,84500,US,M
MI,Data Scientist,176000,US,M
MI,Data Scientist,72700,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
MI,Data Engineer,138278,US,M
MI,Data Engineer,86424,US,M
SE,Analytics Engineer,130500,US,M
SE,Analytics Engineer,96000,US,M
SE,Data Architect,175000,US,M
SE,Data Architect,117000,US,M
MI,Data Engineer,122100,US,M
MI,Data Engineer,75500,US,M
MI,Data Product Manager,250000,US,M
MI,Data Product Manager,200000,US,M
MI,Business Intelligence Manager,117000,US,M
MI,Business Intelligence Manager,99600,US,M
EN,Data Engineer,162240,US,M
EN,Data Engineer,47840,US,M
MI,Data Scientist,231250,US,M
MI,Data Scientist,111000,US,M
SE,Data Engineer,277000,US,M
SE,Data Engineer,173000,US,M
MI,Data Analytics Manager,128000,US,M
MI,Data Analytics Manager,81500,US,M
SE,Data Scientist,202800,US,M
SE,Data Scientist,115000,US,M
EN,Data Analyst,65000,US,M
EN,Data Analyst,55751,US,M
MI,Data Developer,100000,US,M
MI,Data Developer,95000,US,M
MI,Data Scientist,147800,US,M
MI,Data Scientist,93100,US,M
MI,Data Manager,83300,US,M
MI,Data Manager,47500,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,100000,US,M
EN,Data Scientist,175100,US,M
EN,Data Scientist,82915,US,M
MI,Data Engineer,166000,US,M
MI,Data Engineer,73000,US,M
SE,Data Scientist,236400,US,M
SE,Data Scientist,141800,US,M
SE,Data Engineer,150000,US,M
SE,Data Engineer,135000,US,M
MI,Business Intelligence Engineer,185000,US,L
MI,Business Intelligence Engineer,79600,US,L
SE,Research Engineer,234000,US,M
SE,Research Engineer,146000,US,M
MI,Data Scientist,165000,US,M
MI,Data Scientist,165000,US,M
SE,Data Analyst,160000,US,M
SE,Data Analyst,130000,US,M
MI,Data Scientist,154800,US,M
MI,Data Scientist,76300,US,M
MI,Data Analyst,112000,US,M
MI,Data Analyst,84000,US,M
EN,Data Analyst,115000,US,M
EN,Data Analyst,90000,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,130000,US,M
SE,Business Intelligence Engineer,185000,US,L
SE,Business Intelligence Engineer,79600,US,L
EN,Data Analyst,160000,US,M
EN,Data Analyst,110000,US,M
MI,Data Analyst,95000,US,M
MI,Data Analyst,65000,US,M
SE,Data Analyst,155000,US,M
SE,Data Analyst,100000,US,M
EN,Data Analyst,147000,US,M
EN,Data Analyst,118000,US,M
EN,Machine Learning Engineer,170000,US,M
EN,Machine Learning Engineer,125000,US,M
SE,Data Science Consultant,116000,US,M
SE,Data Science Consultant,90000,US,M
MI,Data Strategist,85000,US,M
MI,Data Strategist,65000,US,M
MI,Data Science,150000,US,M
MI,Data Science,120000,US,M
MI,Analytics Engineer,190000,US,M
MI,Analytics Engineer,190000,US,M
MI,Research Engineer,440000,US,M
MI,Research Engineer,295000,US,M
MI,Machine Learning Researcher,210000,US,M
MI,Machine Learning Researcher,151800,US,M
EN,Business Intelligence Analyst,75000,US,M
EN,Business Intelligence Analyst,65000,US,M
MI,Data Analyst,140000,US,M
MI,Data Analyst,105000,US,M
MI,AI Research Engineer,200000,US,L
SE,Data Analytics Specialist,157144,US,M
SE,Data Analytics Specialist,99445,US,M
SE,Data Engineer,201900,US,M
SE,Data Engineer,97335,US,M
SE,Data Scientist,283800,US,M
SE,Data Scientist,170700,US,M
MI,Data Engineer,166000,US,M
MI,Data Engineer,73100,US,M
SE,Data Scientist,202600,US,M
SE,Data Scientist,93800,US,M
SE,Data Scientist,273500,US,M
SE,Data Scientist,126600,US,M
SE,Business Intelligence,176875,US,M
SE,Business Intelligence,84750,US,M
MI,ETL Developer,166000,US,M
MI,ETL Developer,73100,US,M
MI,Data Engineer,133000,US,M
MI,Data Engineer,58300,US,M
SE,Data Engineer,229900,US,M
SE,Data Engineer,201400,US,M
SE,Data Scientist,247250,US,M
SE,Data Scientist,160000,US,M
SE,Data Scientist,177700,US,M
SE,Data Scientist,94700,US,M
SE,Data Engineer,184000,US,M
SE,Data Engineer,123000,US,M
SE,Data Analyst,153900,US,M
SE,Data Analyst,85500,US,M
SE,Research Scientist,210000,US,M
SE,Research Scientist,151800,US,M
MI,Data Scientist,212000,US,M
MI,Data Scientist,93300,US,M
MI,Data Engineer,209000,US,M
MI,Data Engineer,171000,US,M
SE,Data Analyst,164000,US,M
SE,Data Analyst,109000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,115000,US,M
EN,Data Analyst,83300,US,M
EN,Data Analyst,47500,US,M
MI,Analytics Engineer,156450,US,M
MI,Analytics Engineer,119200,US,M
SE,Data Scientist,161500,US,M
SE,Data Scientist,113050,US,M
EN,Data Engineer,130916,US,M
EN,Data Engineer,120000,US,M
MI,Data Scientist,260000,US,M
MI,Data Scientist,198000,US,M
MI,Data Engineer,235000,US,M
MI,Data Engineer,170000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,109400,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Data Engineer,180000,US,M
SE,Data Engineer,110000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,110000,US,M
MI,Machine Learning Engineer,235680,US,M
MI,Machine Learning Engineer,153040,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,106500,US,M
SE,Research Engineer,290000,US,M
SE,Research Engineer,240000,US,M
SE,Data Analyst,185000,US,M
SE,Data Analyst,145000,US,M
SE,Machine Learning Engineer,270400,US,M
SE,Machine Learning Engineer,145600,US,M
EN,Data Analyst,115000,US,M
EN,Data Analyst,95000,US,M
MI,Business Intelligence,167500,US,M
MI,Business Intelligence,106500,US,M
SE,Research Scientist,303050,US,M
SE,Research Scientist,202350,US,M
SE,Data Architect,184000,US,M
SE,Data Architect,123000,US,M
SE,Data Engineer,110000,US,M
SE,Data Engineer,76500,US,M
MI,Data Analyst,134400,US,M
MI,Data Analyst,81200,US,M
EN,Data Analyst,100000,US,M
EN,Data Analyst,75000,US,M
SE,Research Engineer,600000,US,M
SE,Research Engineer,280000,US,M
EN,Data Analyst,130000,US,M
EN,Data Analyst,100000,US,M
SE,Data Analyst,207300,US,M
SE,Data Analyst,149300,US,M
MI,Data Science,128000,US,M
MI,Data Science,81500,US,M
SE,Data Engineer,144000,US,M
SE,Data Engineer,113000,US,M
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
MI,Business Intelligence Engineer,165600,US,L
MI,Business Intelligence Engineer,65800,US,L
SE,Machine Learning Engineer,200000,US,M
SE,Machine Learning Engineer,85000,US,M
EN,Data Analyst,132000,US,M
EN,Data Analyst,108000,US,M
MI,Data Engineer,106050,US,M
MI,Data Engineer,80420,US,M
SE,Data Science,240000,US,M
SE,Data Science,204000,US,M
SE,Data Scientist,174300,US,M
SE,Data Scientist,140000,US,M
MI,Data Engineer,180000,US,M
MI,Data Engineer,155000,US,M
EX,Data Science,175762,US,M
EX,Data Science,97254,US,M
EX,Data Analyst,160000,US,M
EX,Data Analyst,120000,US,M
MI,Machine Learning Engineer,180000,US,M
MI,Machine Learning Engineer,150000,US,M
SE,Data Scientist,145125,US,M
SE,Data Scientist,124875,US,M
MI,Data Scientist,215000,US,M
MI,Data Scientist,152000,US,M
MI,Data Analytics Consultant,123900,US,M
MI,Data Analytics Consultant,66100,US,M
SE,Data Analyst,108334,US,M
SE,Data Analyst,59923,US,M
SE,Data Scientist,150000,US,M
SE,Data Scientist,130000,US,M
EX,Data Science Engineer,160000,US,M
EX,Data Science Engineer,120000,US,M
MI,Data Engineer,140000,US,M
